"codigo";"municipio";"total";"ano"
"140020";"Caracaraí";1;"2011"
"140030";"Mucajaí";2;"2011"
"140045";"Pacaraima";1;"2011"
"140047";"Rorainópolis";7;"2011"
"140060";"São Luiz";1;"2011"
"140070";"Uiramutã";1;"2011"
"150010";"Abaetetuba";11;"2011"
"150020";"Acará";3;"2011"
"150030";"Afuá";2;"2011"
"150034";"Água Azul do Norte";1;"2011"
"150040";"Alenquer";31;"2011"
"150050";"Almeirim";9;"2011"
"150060";"Altamira";80;"2011"
"150070";"Anajás";5;"2011"
"150080";"Ananindeua";85;"2011"
"150085";"Anapu";6;"2011"
"150090";"Augusto Corrêa";2;"2011"
"150095";"Aurora do Pará";4;"2011"
"150100";"Aveiro";3;"2011"
"150120";"Baião";6;"2011"
"150130";"Barcarena";8;"2011"
"150140";"Belém";882;"2011"
"150145";"Belterra";1;"2011"
"150150";"Benevides";2;"2011"
"150170";"Bragança";71;"2011"
"150172";"Brasil Novo";1;"2011"
"150175";"Brejo Grande do Araguaia";2;"2011"
"150178";"Breu Branco";1;"2011"
"150180";"Breves";67;"2011"
"150190";"Bujaru";2;"2011"
"150195";"Cachoeira do Piriá";3;"2011"
"150200";"Cachoeira do Arari";3;"2011"
"150210";"Cametá";56;"2011"
"150215";"Canaã dos Carajás";7;"2011"
"150220";"Capanema";28;"2011"
"150230";"Capitão Poço";7;"2011"
"150240";"Castanhal";47;"2011"
"150270";"Conceição do Araguaia";7;"2011"
"150275";"Concórdia do Pará";3;"2011"
"150276";"Cumaru do Norte";1;"2011"
"150280";"Curralinho";6;"2011"
"150285";"Curuá";1;"2011"
"150290";"Curuçá";2;"2011"
"150293";"Dom Eliseu";4;"2011"
"150295";"Eldorado do Carajás";2;"2011"
"150300";"Faro";1;"2011"
"150304";"Floresta do Araguaia";3;"2011"
"150307";"Garrafão do Norte";2;"2011"
"150309";"Goianésia do Pará";5;"2011"
"150310";"Gurupá";5;"2011"
"150320";"Igarapé-Açu";2;"2011"
"150330";"Igarapé-Miri";8;"2011"
"150345";"Ipixuna do Pará";3;"2011"
"150360";"Itaituba";35;"2011"
"150370";"Itupiranga";5;"2011"
"150375";"Jacareacanga";4;"2011"
"150380";"Jacundá";7;"2011"
"150390";"Juruti";16;"2011"
"150400";"Limoeiro do Ajuru";4;"2011"
"150405";"Mãe do Rio";6;"2011"
"150420";"Marabá";106;"2011"
"150430";"Maracanã";2;"2011"
"150440";"Marapanim";1;"2011"
"150442";"Marituba";17;"2011"
"150445";"Medicilândia";2;"2011"
"150450";"Melgaço";6;"2011"
"150460";"Mocajuba";10;"2011"
"150470";"Moju";7;"2011"
"150480";"Monte Alegre";13;"2011"
"150490";"Muaná";8;"2011"
"150495";"Nova Esperança do Piriá";1;"2011"
"150503";"Novo Progresso";9;"2011"
"150506";"Novo Repartimento";4;"2011"
"150510";"Óbidos";15;"2011"
"150520";"Oeiras do Pará";16;"2011"
"150530";"Oriximiná";22;"2011"
"150540";"Ourém";1;"2011"
"150543";"Ourilândia do Norte";9;"2011"
"150548";"Pacajá";8;"2011"
"150550";"Paragominas";24;"2011"
"150553";"Parauapebas";42;"2011"
"150555";"Pau D'Arco";1;"2011"
"150565";"Placas";1;"2011"
"150570";"Ponta de Pedras";2;"2011"
"150580";"Portel";15;"2011"
"150590";"Porto de Moz";6;"2011"
"150600";"Prainha";10;"2011"
"150613";"Redenção";58;"2011"
"150616";"Rio Maria";2;"2011"
"150618";"Rondon do Pará";11;"2011"
"150619";"Rurópolis";7;"2011"
"150620";"Salinópolis";2;"2011"
"150630";"Salvaterra";7;"2011"
"150650";"Santa Izabel do Pará";3;"2011"
"150655";"Santa Luzia do Pará";1;"2011"
"150658";"Santa Maria das Barreiras";1;"2011"
"150660";"Santa Maria do Pará";3;"2011"
"150670";"Santana do Araguaia";6;"2011"
"150680";"Santarém";147;"2011"
"150700";"Santo Antônio do Tauá";2;"2011"
"150710";"São Caetano de Odivelas";1;"2011"
"150720";"São Domingos do Capim";2;"2011"
"150730";"São Félix do Xingu";11;"2011"
"150745";"São Geraldo do Araguaia";2;"2011"
"150747";"São João de Pirabas";2;"2011"
"150760";"São Miguel do Guamá";7;"2011"
"150770";"São Sebastião da Boa Vista";7;"2011"
"150780";"Senador José Porfírio";1;"2011"
"150790";"Soure";6;"2011"
"150795";"Tailândia";24;"2011"
"150797";"Terra Santa";3;"2011"
"150800";"Tomé-Açu";15;"2011"
"150803";"Tracuateua";2;"2011"
"150805";"Trairão";5;"2011"
"150808";"Tucumã";15;"2011"
"150810";"Tucuruí";92;"2011"
"150812";"Ulianópolis";1;"2011"
"150815";"Uruará";7;"2011"
"150820";"Vigia";4;"2011"
"150830";"Viseu";6;"2011"
"150835";"Vitória do Xingu";1;"2011"
"150840";"Xinguara";9;"2011"
"160010";"Amapá";2;"2011"
"160015";"Pedra Branca do Amapari";2;"2011"
"160021";"Cutias";1;"2011"
"160027";"Laranjal do Jari";17;"2011"
"160030";"Macapá";260;"2011"
"160040";"Mazagão";2;"2011"
"160050";"Oiapoque";5;"2011"
"160053";"Porto Grande";2;"2011"
"160060";"Santana";27;"2011"
"170040";"Almas";1;"2011"
"170100";"Ananás";1;"2011"
"170190";"Araguacema";1;"2011"
"170210";"Araguaína";108;"2011"
"170220";"Araguatins";4;"2011"
"170255";"Augustinópolis";19;"2011"
"170290";"Axixá do Tocantins";1;"2011"
"170307";"Barra do Ouro";1;"2011"
"170310";"Barrolândia";1;"2011"
"170410";"Centenário";1;"2011"
"170510";"Chapada da Natividade";2;"2011"
"170550";"Colinas do Tocantins";3;"2011"
"170700";"Dianópolis";6;"2011"
"170825";"Fortaleza do Tabocão";2;"2011"
"170900";"Goiatins";3;"2011"
"170930";"Guaraí";6;"2011"
"170950";"Gurupi";25;"2011"
"171050";"Itacajá";5;"2011"
"171090";"Itapiratins";1;"2011"
"171190";"Lagoa da Confusão";1;"2011"
"171320";"Miracema do Tocantins";8;"2011"
"171330";"Miranorte";1;"2011"
"171360";"Monte do Carmo";2;"2011"
"171420";"Natividade";1;"2011"
"171610";"Paraíso do Tocantins";12;"2011"
"171620";"Paranã";1;"2011"
"171650";"Pedro Afonso";4;"2011"
"171660";"Peixe";1;"2011"
"171670";"Colméia";1;"2011"
"171700";"Pindorama do Tocantins";1;"2011"
"171790";"Ponte Alta do Tocantins";1;"2011"
"171820";"Porto Nacional";13;"2011"
"171840";"Presidente Kennedy";1;"2011"
"171850";"Recursolândia";1;"2011"
"171870";"Rio dos Bois";1;"2011"
"172015";"São Félix do Tocantins";1;"2011"
"172065";"Silvanópolis";1;"2011"
"172080";"Sítio Novo do Tocantins";1;"2011"
"172090";"Taguatinga";1;"2011"
"172100";"Palmas";127;"2011"
"210005";"Açailândia";19;"2011"
"210010";"Afonso Cunha";1;"2011"
"210020";"Alcântara";1;"2011"
"210040";"Altamira do Maranhão";1;"2011"
"210043";"Alto Alegre do Maranhão";1;"2011"
"210047";"Alto Alegre do Pindaré";5;"2011"
"210050";"Alto Parnaíba";1;"2011"
"210060";"Amarante do Maranhão";7;"2011"
"210083";"Apicum-Açu";2;"2011"
"210087";"Araguanã";1;"2011"
"210090";"Araioses";1;"2011"
"210095";"Arame";5;"2011"
"210100";"Arari";1;"2011"
"210110";"Axixá";1;"2011"
"210120";"Bacabal";35;"2011"
"210125";"Bacabeira";3;"2011"
"210140";"Balsas";10;"2011"
"210160";"Barra do Corda";32;"2011"
"210170";"Barreirinhas";8;"2011"
"210190";"Bequimão";1;"2011"
"210200";"Bom Jardim";6;"2011"
"210203";"Bom Jesus das Selvas";2;"2011"
"210210";"Brejo";4;"2011"
"210215";"Brejo de Areia";1;"2011"
"210220";"Buriti";4;"2011"
"210230";"Buriti Bravo";1;"2011"
"210232";"Buriticupu";3;"2011"
"210237";"Cachoeira Grande";1;"2011"
"210240";"Cajapió";1;"2011"
"210255";"Campestre do Maranhão";1;"2011"
"210260";"Cândido Mendes";1;"2011"
"210270";"Cantanhede";4;"2011"
"210275";"Capinzal do Norte";1;"2011"
"210280";"Carolina";2;"2011"
"210290";"Carutapera";10;"2011"
"210300";"Caxias";207;"2011"
"210320";"Chapadinha";53;"2011"
"210330";"Codó";16;"2011"
"210340";"Coelho Neto";8;"2011"
"210350";"Colinas";5;"2011"
"210355";"Conceição do Lago-Açu";1;"2011"
"210360";"Coroatá";12;"2011"
"210370";"Cururupu";25;"2011"
"210400";"Esperantinópolis";4;"2011"
"210405";"Estreito";3;"2011"
"210409";"Formosa da Serra Negra";6;"2011"
"210430";"Godofredo Viana";1;"2011"
"210455";"Governador Edison Lobão";2;"2011"
"210460";"Governador Eugênio Barros";1;"2011"
"210465";"Governador Newton Bello";1;"2011"
"210467";"Governador Nunes Freire";33;"2011"
"210480";"Grajaú";17;"2011"
"210490";"Guimarães";2;"2011"
"210500";"Humberto de Campos";4;"2011"
"210510";"Icatu";2;"2011"
"210515";"Igarapé do Meio";1;"2011"
"210520";"Igarapé Grande";2;"2011"
"210530";"Imperatriz";247;"2011"
"210535";"Itaipava do Grajaú";1;"2011"
"210540";"Itapecuru Mirim";15;"2011"
"210542";"Itinga do Maranhão";2;"2011"
"210545";"Jatobá";1;"2011"
"210560";"Joselândia";2;"2011"
"210570";"Lago da Pedra";12;"2011"
"210590";"Lago Verde";1;"2011"
"210596";"Lagoa Grande do Maranhão";1;"2011"
"210630";"Magalhães de Almeida";1;"2011"
"210632";"Maracaçumé";2;"2011"
"210637";"Maranhãozinho";4;"2011"
"210660";"Matões";2;"2011"
"210670";"Mirador";2;"2011"
"210675";"Miranda do Norte";2;"2011"
"210680";"Mirinzal";2;"2011"
"210690";"Monção";3;"2011"
"210700";"Montes Altos";1;"2011"
"210710";"Morros";4;"2011"
"210720";"Nina Rodrigues";2;"2011"
"210725";"Nova Colinas";1;"2011"
"210735";"Nova Olinda do Maranhão";1;"2011"
"210745";"Olinda Nova do Maranhão";1;"2011"
"210750";"Paço do Lumiar";3;"2011"
"210760";"Palmeirândia";1;"2011"
"210780";"Parnarama";3;"2011"
"210800";"Pastos Bons";1;"2011"
"210805";"Paulino Neves";1;"2011"
"210810";"Paulo Ramos";7;"2011"
"210820";"Pedreiras";11;"2011"
"210825";"Pedro do Rosário";1;"2011"
"210830";"Penalva";8;"2011"
"210850";"Pindaré-Mirim";1;"2011"
"210860";"Pinheiro";46;"2011"
"210870";"Pio XII";1;"2011"
"210880";"Pirapemas";4;"2011"
"210890";"Poção de Pedras";1;"2011"
"210900";"Porto Franco";2;"2011"
"210905";"Porto Rico do Maranhão";2;"2011"
"210910";"Presidente Dutra";16;"2011"
"210940";"Primeira Cruz";1;"2011"
"210960";"Rosário";2;"2011"
"210970";"Sambaíba";2;"2011"
"210980";"Santa Helena";4;"2011"
"210990";"Santa Inês";26;"2011"
"211000";"Santa Luzia";18;"2011"
"211003";"Santa Luzia do Paruá";1;"2011"
"211010";"Santa Quitéria do Maranhão";1;"2011"
"211040";"São Benedito do Rio Preto";2;"2011"
"211050";"São Bento";2;"2011"
"211060";"São Bernardo";4;"2011"
"211070";"São Domingos do Maranhão";4;"2011"
"211102";"São João do Carú";4;"2011"
"211105";"São João do Paraíso";1;"2011"
"211110";"São João dos Patos";2;"2011"
"211120";"São José de Ribamar";2;"2011"
"211130";"São Luís";672;"2011"
"211140";"São Luís Gonzaga do Maranhão";1;"2011"
"211150";"São Mateus do Maranhão";5;"2011"
"211170";"São Vicente Ferrer";5;"2011"
"211172";"Satubinha";2;"2011"
"211180";"Sítio Novo";1;"2011"
"211190";"Sucupira do Norte";2;"2011"
"211195";"Sucupira do Riachão";1;"2011"
"211210";"Timbiras";2;"2011"
"211220";"Timon";11;"2011"
"211223";"Trizidela do Vale";3;"2011"
"211230";"Tuntum";10;"2011"
"211240";"Turiaçu";4;"2011"
"211250";"Tutóia";3;"2011"
"211260";"Urbano Santos";4;"2011"
"211270";"Vargem Grande";12;"2011"
"211280";"Viana";25;"2011"
"211290";"Vitória do Mearim";3;"2011"
"211300";"Vitorino Freire";2;"2011"
"211400";"Zé Doca";9;"2011"
"220020";"Água Branca";1;"2011"
"220040";"Altos";2;"2011"
"220100";"Arraial";1;"2011"
"220105";"Assunção do Piauí";1;"2011"
"220110";"Avelino Lopes";3;"2011"
"220120";"Barras";6;"2011"
"220140";"Barro Duro";1;"2011"
"220160";"Beneditinos";1;"2011"
"220173";"Betânia do Piauí";1;"2011"
"220190";"Bom Jesus";19;"2011"
"220217";"Campo Largo do Piauí";3;"2011"
"220220";"Campo Maior";2;"2011"
"220230";"Canto do Buriti";3;"2011"
"220255";"Caridade do Piauí";1;"2011"
"220260";"Castelo do Piauí";2;"2011"
"220270";"Cocal";1;"2011"
"220280";"Conceição do Canindé";1;"2011"
"220290";"Corrente";5;"2011"
"220300";"Cristalândia do Piauí";2;"2011"
"220310";"Cristino Castro";1;"2011"
"220323";"Currais";1;"2011"
"220330";"Demerval Lobão";2;"2011"
"220370";"Esperantina";8;"2011"
"220390";"Floriano";9;"2011"
"220420";"Francisco Santos";1;"2011"
"220430";"Fronteiras";2;"2011"
"220550";"José de Freitas";3;"2011"
"220552";"Júlio Borges";2;"2011"
"220580";"Luzilândia";2;"2011"
"220585";"Madeiro";1;"2011"
"220590";"Manoel Emídio";2;"2011"
"220620";"Miguel Alves";3;"2011"
"220660";"Monte Alegre do Piauí";1;"2011"
"220680";"Nossa Senhora dos Remédios";2;"2011"
"220690";"Novo Oriente do Piauí";1;"2011"
"220700";"Oeiras";9;"2011"
"220720";"Padre Marcos";1;"2011"
"220750";"Palmeirais";1;"2011"
"220770";"Parnaíba";98;"2011"
"220780";"Paulistana";10;"2011"
"220785";"Pavussu";1;"2011"
"220790";"Pedro II";4;"2011"
"220800";"Picos";66;"2011"
"220810";"Pimenteiras";2;"2011"
"220830";"Piracuruca";2;"2011"
"220840";"Piripiri";6;"2011"
"220850";"Porto";2;"2011"
"220855";"Porto Alegre do Piauí";1;"2011"
"220865";"Queimada Nova";1;"2011"
"220880";"Regeneração";2;"2011"
"220885";"Riacho Frio";1;"2011"
"220900";"Rio Grande do Piauí";1;"2011"
"220920";"Santa Filomena";1;"2011"
"220940";"Santo Antônio de Lisboa";1;"2011"
"220950";"Santo Inácio do Piauí";1;"2011"
"220965";"São Francisco de Assis do Piauí";3;"2011"
"220970";"São Francisco do Piauí";1;"2011"
"220990";"São João da Serra";1;"2011"
"221000";"São João do Piauí";5;"2011"
"221030";"São Julião";1;"2011"
"221037";"São Luis do Piauí";1;"2011"
"221040";"São Miguel do Tapuio";4;"2011"
"221050";"São Pedro do Piauí";1;"2011"
"221060";"São Raimundo Nonato";16;"2011"
"221065";"Sigefredo Pacheco";1;"2011"
"221070";"Simões";2;"2011"
"221080";"Simplício Mendes";2;"2011"
"221090";"Socorro do Piauí";2;"2011"
"221095";"Tamboril do Piauí";1;"2011"
"221100";"Teresina";582;"2011"
"221120";"Uruçuí";3;"2011"
"221130";"Valença do Piauí";4;"2011"
"221170";"Wall Ferraz";1;"2011"
"230020";"Acaraú";9;"2011"
"230030";"Acopiara";1;"2011"
"230040";"Aiuaba";3;"2011"
"230060";"Altaneira";1;"2011"
"230075";"Amontada";1;"2011"
"230080";"Antonina do Norte";1;"2011"
"230100";"Aquiraz";1;"2011"
"230110";"Aracati";8;"2011"
"230130";"Araripe";1;"2011"
"230160";"Assaré";1;"2011"
"230170";"Aurora";3;"2011"
"230190";"Barbalha";89;"2011"
"230205";"Barroquinha";1;"2011"
"230210";"Baturité";10;"2011"
"230230";"Bela Cruz";2;"2011"
"230240";"Boa Viagem";5;"2011"
"230250";"Brejo Santo";17;"2011"
"230260";"Camocim";5;"2011"
"230270";"Campos Sales";1;"2011"
"230280";"Canindé";11;"2011"
"230290";"Capistrano";1;"2011"
"230320";"Caririaçu";3;"2011"
"230340";"Carnaubal";1;"2011"
"230350";"Cascavel";2;"2011"
"230360";"Catarina";2;"2011"
"230365";"Catunda";1;"2011"
"230370";"Caucaia";12;"2011"
"230380";"Cedro";2;"2011"
"230393";"Choró";1;"2011"
"230395";"Chorozinho";1;"2011"
"230410";"Crateús";32;"2011"
"230420";"Crato";31;"2011"
"230425";"Cruz";3;"2011"
"230426";"Deputado Irapuan Pinheiro";1;"2011"
"230440";"Fortaleza";950;"2011"
"230450";"Frecheirinha";1;"2011"
"230460";"General Sampaio";1;"2011"
"230490";"Groaíras";1;"2011"
"230495";"Guaiúba";1;"2011"
"230500";"Guaraciaba do Norte";1;"2011"
"230523";"Horizonte";1;"2011"
"230526";"Ibaretama";1;"2011"
"230530";"Ibiapina";1;"2011"
"230540";"Icó";11;"2011"
"230550";"Iguatu";17;"2011"
"230565";"Ipaporanga";1;"2011"
"230580";"Ipu";6;"2011"
"230590";"Ipueiras";2;"2011"
"230600";"Iracema";1;"2011"
"230610";"Irauçuba";2;"2011"
"230625";"Itaitinga";2;"2011"
"230630";"Itapagé";3;"2011"
"230640";"Itapipoca";26;"2011"
"230670";"Jaguaretama";1;"2011"
"230680";"Jaguaribara";1;"2011"
"230690";"Jaguaribe";1;"2011"
"230710";"Jardim";2;"2011"
"230725";"Jijoca de Jericoacoara";1;"2011"
"230730";"Juazeiro do Norte";106;"2011"
"230740";"Jucás";1;"2011"
"230750";"Lavras da Mangabeira";1;"2011"
"230760";"Limoeiro do Norte";15;"2011"
"230763";"Madalena";1;"2011"
"230765";"Maracanaú";11;"2011"
"230770";"Maranguape";1;"2011"
"230780";"Marco";4;"2011"
"230810";"Mauriti";2;"2011"
"230820";"Meruoca";2;"2011"
"230830";"Milagres";2;"2011"
"230840";"Missão Velha";3;"2011"
"230850";"Mombaça";2;"2011"
"230860";"Monsenhor Tabosa";1;"2011"
"230870";"Morada Nova";4;"2011"
"230890";"Morrinhos";1;"2011"
"230920";"Nova Olinda";1;"2011"
"230945";"Ocara";1;"2011"
"230960";"Pacajus";1;"2011"
"230970";"Pacatuba";1;"2011"
"231030";"Parambu";1;"2011"
"231040";"Paramoti";1;"2011"
"231050";"Pedra Branca";5;"2011"
"231070";"Pentecoste";1;"2011"
"231080";"Pereiro";1;"2011"
"231090";"Piquet Carneiro";2;"2011"
"231130";"Quixadá";39;"2011"
"231135";"Quixelô";2;"2011"
"231140";"Quixeramobim";10;"2011"
"231160";"Redenção";4;"2011"
"231180";"Russas";4;"2011"
"231195";"Salitre";2;"2011"
"231210";"Santana do Cariri";1;"2011"
"231220";"Santa Quitéria";1;"2011"
"231230";"São Benedito";7;"2011"
"231240";"São Gonçalo do Amarante";5;"2011"
"231250";"São João do Jaguaribe";1;"2011"
"231260";"São Luís do Curu";2;"2011"
"231290";"Sobral";185;"2011"
"231330";"Tauá";7;"2011"
"231335";"Tejuçuoca";3;"2011"
"231340";"Tianguá";17;"2011"
"231350";"Trairi";2;"2011"
"231360";"Ubajara";2;"2011"
"231390";"Uruoca";2;"2011"
"231400";"Várzea Alegre";1;"2011"
"231410";"Viçosa do Ceará";4;"2011"
"240020";"Açu";4;"2011"
"240050";"Alexandria";4;"2011"
"240060";"Almino Afonso";1;"2011"
"240080";"Angicos";1;"2011"
"240100";"Apodi";2;"2011"
"240140";"Baía Formosa";1;"2011"
"240145";"Baraúna";1;"2011"
"240200";"Caicó";10;"2011"
"240220";"Canguaretama";4;"2011"
"240230";"Caraúbas";1;"2011"
"240260";"Ceará-Mirim";1;"2011"
"240310";"Currais Novos";35;"2011"
"240325";"Parnamirim";51;"2011"
"240420";"Goianinha";2;"2011"
"240430";"Governador Dix-Sept Rosado";1;"2011"
"240510";"Jandaíra";3;"2011"
"240520";"Janduís";1;"2011"
"240540";"Japi";1;"2011"
"240560";"Jardim de Piranhas";1;"2011"
"240580";"João Câmara";4;"2011"
"240610";"Jucurutu";2;"2011"
"240620";"Lagoa d'Anta";1;"2011"
"240710";"Macaíba";1;"2011"
"240770";"Montanhas";1;"2011"
"240800";"Mossoró";101;"2011"
"240810";"Natal";358;"2011"
"240830";"Nova Cruz";1;"2011"
"240890";"Parelhas";1;"2011"
"240940";"Pau dos Ferros";16;"2011"
"241040";"Pureza";1;"2011"
"241070";"Riacho da Cruz";1;"2011"
"241120";"Santa Cruz";3;"2011"
"241140";"Santana do Matos";3;"2011"
"241150";"Santo Antônio";5;"2011"
"241200";"São Gonçalo do Amarante";4;"2011"
"241220";"São José de Mipibu";1;"2011"
"241250";"São Miguel";1;"2011"
"241260";"São Paulo do Potengi";1;"2011"
"241290";"São Tomé";1;"2011"
"241335";"Serra do Mel";1;"2011"
"241390";"Taipu";1;"2011"
"241440";"Touros";1;"2011"
"241480";"Vera Cruz";1;"2011"
"250030";"Alagoa Grande";1;"2011"
"250040";"Alagoa Nova";1;"2011"
"250110";"Areia";2;"2011"
"250153";"Baraúna";1;"2011"
"250157";"Barra de Santana";1;"2011"
"250180";"Bayeux";1;"2011"
"250190";"Belém";1;"2011"
"250215";"Boa Vista";1;"2011"
"250355";"Cacimbas";2;"2011"
"250370";"Cajazeiras";22;"2011"
"250400";"Campina Grande";320;"2011"
"250407";"Caraúbas";1;"2011"
"250415";"Casserengue";1;"2011"
"250430";"Catolé do Rocha";4;"2011"
"250440";"Conceição";1;"2011"
"250490";"Cruz do Espírito Santo";1;"2011"
"250600";"Esperança";1;"2011"
"250630";"Guarabira";5;"2011"
"250680";"Ingá";1;"2011"
"250700";"Itaporanga";4;"2011"
"250710";"Itapororoca";1;"2011"
"250720";"Itatuba";1;"2011"
"250730";"Jacaraú";1;"2011"
"250750";"João Pessoa";337;"2011"
"250770";"Juazeirinho";2;"2011"
"250780";"Junco do Seridó";1;"2011"
"250800";"Juru";1;"2011"
"250820";"Lagoa de Dentro";1;"2011"
"250830";"Lagoa Seca";1;"2011"
"250860";"Lucena";1;"2011"
"250890";"Mamanguape";2;"2011"
"250920";"Massaranduba";1;"2011"
"250970";"Monteiro";4;"2011"
"250990";"Natuba";1;"2011"
"251030";"Nova Palmeira";1;"2011"
"251080";"Patos";46;"2011"
"251120";"Pedras de Fogo";1;"2011"
"251190";"Pitimbu";1;"2011"
"251200";"Pocinhos";1;"2011"
"251210";"Pombal";2;"2011"
"251230";"Princesa Isabel";6;"2011"
"251240";"Puxinanã";1;"2011"
"251250";"Queimadas";1;"2011"
"251340";"Santa Luzia";2;"2011"
"251370";"Santa Rita";4;"2011"
"251390";"São Bento";1;"2011"
"251396";"São Domingos";1;"2011"
"251430";"São José de Caiana";1;"2011"
"251450";"São José de Piranhas";1;"2011"
"251530";"Sapé";2;"2011"
"251540";"São Vicente do Seridó";1;"2011"
"251550";"Serra Branca";1;"2011"
"251600";"Solânea";1;"2011"
"251620";"Sousa";8;"2011"
"251630";"Sumé";3;"2011"
"251650";"Taperoá";2;"2011"
"251670";"Teixeira";1;"2011"
"260005";"Abreu e Lima";2;"2011"
"260010";"Afogados da Ingazeira";11;"2011"
"260020";"Afrânio";1;"2011"
"260030";"Agrestina";1;"2011"
"260040";"Água Preta";2;"2011"
"260050";"Águas Belas";7;"2011"
"260060";"Alagoinha";2;"2011"
"260070";"Aliança";2;"2011"
"260080";"Altinho";1;"2011"
"260110";"Araripina";12;"2011"
"260120";"Arcoverde";29;"2011"
"260140";"Barreiros";7;"2011"
"260150";"Belém de Maria";1;"2011"
"260170";"Belo Jardim";8;"2011"
"260180";"Betânia";1;"2011"
"260190";"Bezerros";4;"2011"
"260200";"Bodocó";2;"2011"
"260230";"Bonito";1;"2011"
"260260";"Brejo da Madre de Deus";1;"2011"
"260270";"Buenos Aires";1;"2011"
"260280";"Buíque";3;"2011"
"260290";"Cabo de Santo Agostinho";5;"2011"
"260310";"Cachoeirinha";1;"2011"
"260320";"Caetés";2;"2011"
"260345";"Camaragibe";6;"2011"
"260370";"Canhotinho";2;"2011"
"260380";"Capoeiras";2;"2011"
