"codigo";"municipio";"total";"ano"
"130050";"Barreirinha";4;"2012"
"130060";"Benjamin Constant";22;"2012"
"130063";"Beruri";3;"2012"
"130070";"Boca do Acre";6;"2012"
"130080";"Borba";5;"2012"
"130090";"Canutama";1;"2012"
"130100";"Carauari";22;"2012"
"130110";"Careiro";4;"2012"
"130115";"Careiro da Várzea";1;"2012"
"130120";"Coari";16;"2012"
"130130";"Codajás";6;"2012"
"130140";"Eirunepé";32;"2012"
"130150";"Envira";6;"2012"
"130160";"Fonte Boa";8;"2012"
"130165";"Guajará";3;"2012"
"130170";"Humaitá";4;"2012"
"130180";"Ipixuna";1;"2012"
"130185";"Iranduba";2;"2012"
"130190";"Itacoatiara";17;"2012"
"130195";"Itamarati";3;"2012"
"130200";"Itapiranga";4;"2012"
"130210";"Japurá";3;"2012"
"130220";"Juruá";3;"2012"
"130230";"Jutaí";7;"2012"
"130240";"Lábrea";18;"2012"
"130250";"Manacapuru";14;"2012"
"130260";"Manaus";689;"2012"
"130270";"Manicoré";10;"2012"
"130280";"Maraã";3;"2012"
"130290";"Maués";21;"2012"
"130300";"Nhamundá";1;"2012"
"130310";"Nova Olinda do Norte";7;"2012"
"130320";"Novo Airão";1;"2012"
"130330";"Novo Aripuanã";4;"2012"
"130340";"Parintins";33;"2012"
"130350";"Pauini";5;"2012"
"130356";"Rio Preto da Eva";4;"2012"
"130360";"Santa Isabel do Rio Negro";9;"2012"
"130370";"Santo Antônio do Içá";22;"2012"
"130380";"São Gabriel da Cachoeira";30;"2012"
"130390";"São Paulo de Olivença";33;"2012"
"130395";"São Sebastião do Uatumã";2;"2012"
"130400";"Silves";2;"2012"
"130406";"Tabatinga";38;"2012"
"130410";"Tapauá";7;"2012"
"130420";"Tefé";38;"2012"
"130423";"Tonantins";5;"2012"
"130426";"Uarini";6;"2012"
"130430";"Urucará";3;"2012"
"130440";"Urucurituba";1;"2012"
"140002";"Amajari";8;"2012"
"140005";"Alto Alegre";12;"2012"
"140010";"Boa Vista";126;"2012"
"140017";"Cantá";1;"2012"
"140020";"Caracaraí";40;"2012"
"140028";"Iracema";1;"2012"
"140030";"Mucajaí";1;"2012"
"140047";"Rorainópolis";2;"2012"
"140050";"São João da Baliza";2;"2012"
"140070";"Uiramutã";2;"2012"
"150010";"Abaetetuba";23;"2012"
"150020";"Acará";1;"2012"
"150030";"Afuá";6;"2012"
"150040";"Alenquer";26;"2012"
"150050";"Almeirim";10;"2012"
"150060";"Altamira";70;"2012"
"150070";"Anajás";6;"2012"
"150080";"Ananindeua";65;"2012"
"150085";"Anapu";5;"2012"
"150090";"Augusto Corrêa";2;"2012"
"150095";"Aurora do Pará";1;"2012"
"150120";"Baião";5;"2012"
"150130";"Barcarena";5;"2012"
"150140";"Belém";822;"2012"
"150150";"Benevides";3;"2012"
"150157";"Bom Jesus do Tocantins";3;"2012"
"150170";"Bragança";70;"2012"
"150172";"Brasil Novo";2;"2012"
"150178";"Breu Branco";2;"2012"
"150180";"Breves";73;"2012"
"150190";"Bujaru";1;"2012"
"150200";"Cachoeira do Arari";3;"2012"
"150210";"Cametá";46;"2012"
"150215";"Canaã dos Carajás";7;"2012"
"150220";"Capanema";28;"2012"
"150230";"Capitão Poço";4;"2012"
"150240";"Castanhal";38;"2012"
"150270";"Conceição do Araguaia";8;"2012"
"150275";"Concórdia do Pará";7;"2012"
"150276";"Cumaru do Norte";3;"2012"
"150277";"Curionópolis";6;"2012"
"150280";"Curralinho";6;"2012"
"150290";"Curuçá";1;"2012"
"150293";"Dom Eliseu";2;"2012"
"150295";"Eldorado do Carajás";6;"2012"
"150300";"Faro";2;"2012"
"150304";"Floresta do Araguaia";2;"2012"
"150309";"Goianésia do Pará";2;"2012"
"150310";"Gurupá";4;"2012"
"150320";"Igarapé-Açu";2;"2012"
"150330";"Igarapé-Miri";7;"2012"
"150345";"Ipixuna do Pará";4;"2012"
"150350";"Irituia";1;"2012"
"150360";"Itaituba";38;"2012"
"150370";"Itupiranga";5;"2012"
"150375";"Jacareacanga";9;"2012"
"150380";"Jacundá";8;"2012"
"150390";"Juruti";15;"2012"
"150400";"Limoeiro do Ajuru";8;"2012"
"150405";"Mãe do Rio";5;"2012"
"150420";"Marabá";96;"2012"
"150440";"Marapanim";1;"2012"
"150442";"Marituba";16;"2012"
"150445";"Medicilândia";3;"2012"
"150450";"Melgaço";3;"2012"
"150460";"Mocajuba";4;"2012"
"150470";"Moju";6;"2012"
"150480";"Monte Alegre";19;"2012"
"150490";"Muaná";10;"2012"
"150495";"Nova Esperança do Piriá";4;"2012"
"150497";"Nova Ipixuna";1;"2012"
"150503";"Novo Progresso";8;"2012"
"150506";"Novo Repartimento";5;"2012"
"150510";"Óbidos";13;"2012"
"150520";"Oeiras do Pará";10;"2012"
"150530";"Oriximiná";28;"2012"
"150543";"Ourilândia do Norte";9;"2012"
"150548";"Pacajá";6;"2012"
"150550";"Paragominas";21;"2012"
"150553";"Parauapebas";45;"2012"
"150555";"Pau D'Arco";1;"2012"
"150563";"Piçarra";2;"2012"
"150565";"Placas";2;"2012"
"150570";"Ponta de Pedras";5;"2012"
"150580";"Portel";5;"2012"
"150590";"Porto de Moz";6;"2012"
"150600";"Prainha";11;"2012"
"150611";"Quatipuru";1;"2012"
"150613";"Redenção";58;"2012"
"150616";"Rio Maria";2;"2012"
"150618";"Rondon do Pará";6;"2012"
"150619";"Rurópolis";7;"2012"
"150620";"Salinópolis";4;"2012"
"150630";"Salvaterra";6;"2012"
"150650";"Santa Izabel do Pará";3;"2012"
"150655";"Santa Luzia do Pará";1;"2012"
"150658";"Santa Maria das Barreiras";1;"2012"
"150660";"Santa Maria do Pará";1;"2012"
"150670";"Santana do Araguaia";2;"2012"
"150680";"Santarém";148;"2012"
"150700";"Santo Antônio do Tauá";1;"2012"
"150710";"São Caetano de Odivelas";1;"2012"
"150720";"São Domingos do Capim";2;"2012"
"150730";"São Félix do Xingu";16;"2012"
"150745";"São Geraldo do Araguaia";3;"2012"
"150747";"São João de Pirabas";1;"2012"
"150760";"São Miguel do Guamá";4;"2012"
"150770";"São Sebastião da Boa Vista";5;"2012"
"150775";"Sapucaia";1;"2012"
"150780";"Senador José Porfírio";4;"2012"
"150790";"Soure";9;"2012"
"150795";"Tailândia";13;"2012"
"150797";"Terra Santa";2;"2012"
"150800";"Tomé-Açu";20;"2012"
"150805";"Trairão";4;"2012"
"150808";"Tucumã";12;"2012"
"150810";"Tucuruí";80;"2012"
"150812";"Ulianópolis";5;"2012"
"150815";"Uruará";8;"2012"
"150820";"Vigia";4;"2012"
"150830";"Viseu";5;"2012"
"150835";"Vitória do Xingu";1;"2012"
"150840";"Xinguara";8;"2012"
"160010";"Amapá";1;"2012"
"160015";"Pedra Branca do Amapari";3;"2012"
"160020";"Calçoene";2;"2012"
"160027";"Laranjal do Jari";24;"2012"
"160030";"Macapá";259;"2012"
"160050";"Oiapoque";6;"2012"
"160053";"Porto Grande";2;"2012"
"160060";"Santana";31;"2012"
"160070";"Tartarugalzinho";1;"2012"
"170030";"Aguiarnópolis";3;"2012"
"170035";"Aliança do Tocantins";1;"2012"
"170040";"Almas";1;"2012"
"170070";"Alvorada";1;"2012"
"170110";"Aparecida do Rio Negro";1;"2012"
"170130";"Aragominas";1;"2012"
"170190";"Araguacema";3;"2012"
"170210";"Araguaína";89;"2012"
"170215";"Araguanã";1;"2012"
"170240";"Arraias";2;"2012"
"170255";"Augustinópolis";11;"2012"
"170270";"Aurora do Tocantins";1;"2012"
"170290";"Axixá do Tocantins";1;"2012"
"170550";"Colinas do Tocantins";5;"2012"
"170700";"Dianópolis";2;"2012"
"170710";"Divinópolis do Tocantins";1;"2012"
"170900";"Goiatins";3;"2012"
"170930";"Guaraí";7;"2012"
"170950";"Gurupi";30;"2012"
"171050";"Itacajá";2;"2012"
"171150";"Jaú do Tocantins";1;"2012"
"171190";"Lagoa da Confusão";1;"2012"
"171280";"Maurilândia do Tocantins";1;"2012"
"171320";"Miracema do Tocantins";2;"2012"
"171360";"Monte do Carmo";1;"2012"
"171420";"Natividade";1;"2012"
"171570";"Palmeirante";1;"2012"
"171610";"Paraíso do Tocantins";7;"2012"
"171620";"Paranã";1;"2012"
"171650";"Pedro Afonso";3;"2012"
"171660";"Peixe";1;"2012"
"171665";"Pequizeiro";1;"2012"
"171720";"Piraquê";1;"2012"
"171820";"Porto Nacional";10;"2012"
"171830";"Praia Norte";1;"2012"
"171850";"Recursolândia";1;"2012"
"171888";"Santa Maria do Tocantins";1;"2012"
"171900";"Santa Tereza do Tocantins";1;"2012"
"172049";"São Valério";1;"2012"
"172080";"Sítio Novo do Tocantins";1;"2012"
"172090";"Taguatinga";1;"2012"
"172093";"Taipas do Tocantins";1;"2012"
"172100";"Palmas";113;"2012"
"172110";"Tocantínia";1;"2012"
"172120";"Tocantinópolis";1;"2012"
"210005";"Açailândia";2;"2012"
"210020";"Alcântara";3;"2012"
"210040";"Altamira do Maranhão";1;"2012"
"210043";"Alto Alegre do Maranhão";2;"2012"
"210047";"Alto Alegre do Pindaré";5;"2012"
"210050";"Alto Parnaíba";2;"2012"
"210060";"Amarante do Maranhão";4;"2012"
"210070";"Anajatuba";1;"2012"
"210080";"Anapurus";1;"2012"
"210083";"Apicum-Açu";2;"2012"
"210095";"Arame";8;"2012"
"210100";"Arari";2;"2012"
"210120";"Bacabal";21;"2012"
"210125";"Bacabeira";2;"2012"
"210140";"Balsas";13;"2012"
"210160";"Barra do Corda";26;"2012"
"210170";"Barreirinhas";13;"2012"
"210173";"Belágua";2;"2012"
"210190";"Bequimão";1;"2012"
"210200";"Bom Jardim";3;"2012"
"210203";"Bom Jesus das Selvas";1;"2012"
"210210";"Brejo";1;"2012"
"210220";"Buriti";5;"2012"
"210230";"Buriti Bravo";2;"2012"
"210232";"Buriticupu";4;"2012"
"210240";"Cajapió";1;"2012"
"210250";"Cajari";1;"2012"
"210270";"Cantanhede";4;"2012"
"210280";"Carolina";1;"2012"
"210290";"Carutapera";5;"2012"
"210300";"Caxias";153;"2012"
"210315";"Centro do Guilherme";1;"2012"
"210320";"Chapadinha";37;"2012"
"210330";"Codó";13;"2012"
"210340";"Coelho Neto";10;"2012"
"210350";"Colinas";4;"2012"
"210360";"Coroatá";25;"2012"
"210370";"Cururupu";22;"2012"
"210400";"Esperantinópolis";4;"2012"
"210405";"Estreito";2;"2012"
"210408";"Fernando Falcão";1;"2012"
"210455";"Governador Edison Lobão";1;"2012"
"210465";"Governador Newton Bello";1;"2012"
"210467";"Governador Nunes Freire";38;"2012"
"210480";"Grajaú";10;"2012"
"210490";"Guimarães";1;"2012"
"210500";"Humberto de Campos";1;"2012"
"210510";"Icatu";2;"2012"
"210515";"Igarapé do Meio";1;"2012"
"210520";"Igarapé Grande";1;"2012"
"210530";"Imperatriz";272;"2012"
"210535";"Itaipava do Grajaú";1;"2012"
"210540";"Itapecuru Mirim";3;"2012"
"210547";"Jenipapo dos Vieiras";3;"2012"
"210560";"Joselândia";1;"2012"
"210570";"Lago da Pedra";12;"2012"
"210594";"Lago dos Rodrigues";2;"2012"
"210610";"Loreto";2;"2012"
"210620";"Luís Domingues";2;"2012"
"210630";"Magalhães de Almeida";1;"2012"
"210632";"Maracaçumé";1;"2012"
"210635";"Marajá do Sena";2;"2012"
"210637";"Maranhãozinho";2;"2012"
"210660";"Matões";1;"2012"
"210670";"Mirador";1;"2012"
"210675";"Miranda do Norte";2;"2012"
"210680";"Mirinzal";1;"2012"
"210690";"Monção";7;"2012"
"210710";"Morros";2;"2012"
"210720";"Nina Rodrigues";4;"2012"
"210735";"Nova Olinda do Maranhão";1;"2012"
"210740";"Olho d'Água das Cunhãs";3;"2012"
"210750";"Paço do Lumiar";2;"2012"
"210770";"Paraibano";2;"2012"
"210780";"Parnarama";1;"2012"
"210810";"Paulo Ramos";3;"2012"
"210820";"Pedreiras";5;"2012"
"210830";"Penalva";9;"2012"
"210845";"Peritoró";4;"2012"
"210860";"Pinheiro";54;"2012"
"210880";"Pirapemas";4;"2012"
"210900";"Porto Franco";4;"2012"
"210910";"Presidente Dutra";18;"2012"
"210940";"Primeira Cruz";1;"2012"
"210950";"Riachão";3;"2012"
"210970";"Sambaíba";1;"2012"
"210980";"Santa Helena";2;"2012"
"210990";"Santa Inês";38;"2012"
"211000";"Santa Luzia";13;"2012"
"211010";"Santa Quitéria do Maranhão";2;"2012"
"211020";"Santa Rita";4;"2012"
"211050";"São Bento";4;"2012"
"211060";"São Bernardo";6;"2012"
"211070";"São Domingos do Maranhão";3;"2012"
"211085";"São Francisco do Brejão";1;"2012"
"211102";"São João do Carú";3;"2012"
"211110";"São João dos Patos";3;"2012"
"211120";"São José de Ribamar";11;"2012"
"211130";"São Luís";564;"2012"
"211150";"São Mateus do Maranhão";10;"2012"
"211153";"São Pedro da Água Branca";1;"2012"
"211160";"São Raimundo das Mangabeiras";1;"2012"
"211163";"São Raimundo do Doca Bezerra";1;"2012"
"211170";"São Vicente Ferrer";1;"2012"
"211174";"Senador Alexandre Costa";2;"2012"
"211180";"Sítio Novo";1;"2012"
"211195";"Sucupira do Riachão";1;"2012"
"211220";"Timon";11;"2012"
"211230";"Tuntum";2;"2012"
"211240";"Turiaçu";5;"2012"
"211250";"Tutóia";1;"2012"
"211260";"Urbano Santos";4;"2012"
"211270";"Vargem Grande";14;"2012"
"211280";"Viana";4;"2012"
"211290";"Vitória do Mearim";7;"2012"
"211300";"Vitorino Freire";2;"2012"
"211400";"Zé Doca";9;"2012"
"220020";"Água Branca";2;"2012"
"220045";"Alvorada do Gurguéia";1;"2012"
"220050";"Amarante";3;"2012"
"220070";"Anísio de Abreu";1;"2012"
"220080";"Antônio Almeida";1;"2012"
"220110";"Avelino Lopes";1;"2012"
"220120";"Barras";3;"2012"
"220130";"Barreiras do Piauí";1;"2012"
"220140";"Barro Duro";1;"2012"
"220150";"Batalha";3;"2012"
"220155";"Bela Vista do Piauí";1;"2012"
"220160";"Beneditinos";2;"2012"
"220173";"Betânia do Piauí";1;"2012"
"220190";"Bom Jesus";11;"2012"
"220196";"Brasileira";1;"2012"
"220211";"Campo Alegre do Fidalgo";1;"2012"
"220217";"Campo Largo do Piauí";1;"2012"
"220220";"Campo Maior";2;"2012"
"220230";"Canto do Buriti";3;"2012"
"220240";"Capitão de Campos";1;"2012"
"220250";"Caracol";1;"2012"
"220270";"Cocal";1;"2012"
"220275";"Colônia do Gurguéia";1;"2012"
"220290";"Corrente";5;"2012"
"220310";"Cristino Castro";1;"2012"
"220320";"Curimatá";2;"2012"
"220327";"Curral Novo do Piauí";1;"2012"
"220330";"Demerval Lobão";1;"2012"
"220350";"Elesbão Veloso";1;"2012"
"220360";"Eliseu Martins";2;"2012"
"220370";"Esperantina";6;"2012"
"220375";"Fartura do Piauí";1;"2012"
"220390";"Floriano";8;"2012"
"220430";"Fronteiras";2;"2012"
"220440";"Gilbués";2;"2012"
"220465";"Ilha Grande";2;"2012"
"220480";"Ipiranga do Piauí";1;"2012"
"220490";"Isaías Coelho";2;"2012"
"220510";"Itaueira";3;"2012"
"220520";"Jaicós";1;"2012"
"220540";"Joaquim Pires";1;"2012"
"220551";"Juazeiro do Piauí";1;"2012"
"220570";"Luís Correia";1;"2012"
"220580";"Luzilândia";3;"2012"
"220595";"Marcolândia";2;"2012"
"220665";"Morro Cabeça no Tempo";1;"2012"
"220690";"Novo Oriente do Piauí";1;"2012"
"220700";"Oeiras";5;"2012"
"220730";"Paes Landim";1;"2012"
"220760";"Parnaguá";2;"2012"
"220770";"Parnaíba";68;"2012"
"220777";"Patos do Piauí";1;"2012"
"220780";"Paulistana";8;"2012"
"220785";"Pavussu";1;"2012"
"220790";"Pedro II";5;"2012"
"220800";"Picos";71;"2012"
"220810";"Pimenteiras";1;"2012"
"220830";"Piracuruca";5;"2012"
"220840";"Piripiri";6;"2012"
"220850";"Porto";2;"2012"
"220865";"Queimada Nova";1;"2012"
"220870";"Redenção do Gurguéia";1;"2012"
"220885";"Riacho Frio";1;"2012"
"220975";"São Gonçalo do Gurguéia";1;"2012"
"220997";"São João do Arraial";1;"2012"
"221000";"São João do Piauí";6;"2012"
"221040";"São Miguel do Tapuio";2;"2012"
"221060";"São Raimundo Nonato";13;"2012"
"221065";"Sigefredo Pacheco";1;"2012"
"221070";"Simões";4;"2012"
"221080";"Simplício Mendes";1;"2012"
"221100";"Teresina";568;"2012"
"221110";"União";1;"2012"
"221120";"Uruçuí";4;"2012"
"221130";"Valença do Piauí";3;"2012"
"221135";"Várzea Branca";1;"2012"
"221140";"Várzea Grande";1;"2012"
"230020";"Acaraú";3;"2012"
"230030";"Acopiara";3;"2012"
"230040";"Aiuaba";1;"2012"
"230080";"Antonina do Norte";1;"2012"
"230100";"Aquiraz";1;"2012"
"230110";"Aracati";8;"2012"
"230125";"Ararendá";1;"2012"
"230130";"Araripe";3;"2012"
"230170";"Aurora";1;"2012"
"230190";"Barbalha";83;"2012"
"230210";"Baturité";7;"2012"
"230220";"Beberibe";1;"2012"
"230230";"Bela Cruz";1;"2012"
"230240";"Boa Viagem";5;"2012"
"230250";"Brejo Santo";8;"2012"
"230260";"Camocim";4;"2012"
"230270";"Campos Sales";1;"2012"
"230280";"Canindé";12;"2012"
"230340";"Carnaubal";1;"2012"
"230350";"Cascavel";3;"2012"
"230360";"Catarina";1;"2012"
"230370";"Caucaia";8;"2012"
"230390";"Chaval";1;"2012"
"230395";"Chorozinho";1;"2012"
"230410";"Crateús";38;"2012"
"230420";"Crato";29;"2012"
"230428";"Eusébio";1;"2012"
"230430";"Farias Brito";2;"2012"
"230435";"Forquilha";1;"2012"
"230440";"Fortaleza";870;"2012"
"230450";"Frecheirinha";1;"2012"
"230470";"Granja";2;"2012"
"230500";"Guaraciaba do Norte";3;"2012"
"230523";"Horizonte";1;"2012"
"230540";"Icó";6;"2012"
"230550";"Iguatu";21;"2012"
"230565";"Ipaporanga";1;"2012"
"230570";"Ipaumirim";1;"2012"
"230580";"Ipu";4;"2012"
"230590";"Ipueiras";2;"2012"
"230625";"Itaitinga";2;"2012"
"230630";"Itapagé";1;"2012"
"230640";"Itapipoca";37;"2012"
"230655";"Itarema";1;"2012"
"230660";"Itatira";1;"2012"
"230690";"Jaguaribe";4;"2012"
"230700";"Jaguaruana";2;"2012"
"230730";"Juazeiro do Norte";88;"2012"
"230740";"Jucás";1;"2012"
"230750";"Lavras da Mangabeira";1;"2012"
"230760";"Limoeiro do Norte";4;"2012"
"230765";"Maracanaú";11;"2012"
"230770";"Maranguape";5;"2012"
"230780";"Marco";1;"2012"
"230800";"Massapê";1;"2012"
"230810";"Mauriti";4;"2012"
"230840";"Missão Velha";1;"2012"
"230850";"Mombaça";2;"2012"
"230860";"Monsenhor Tabosa";1;"2012"
"230870";"Morada Nova";1;"2012"
"230880";"Moraújo";4;"2012"
"230890";"Morrinhos";2;"2012"
"230930";"Nova Russas";1;"2012"
"230950";"Orós";2;"2012"
"230960";"Pacajus";1;"2012"
"230970";"Pacatuba";2;"2012"
"231020";"Paracuru";1;"2012"
"231030";"Parambu";1;"2012"
"231050";"Pedra Branca";3;"2012"
"231070";"Pentecoste";1;"2012"
"231080";"Pereiro";1;"2012"
"231085";"Pindoretama";1;"2012"
"231100";"Poranga";1;"2012"
"231120";"Potengi";1;"2012"
"231126";"Quiterianópolis";2;"2012"
"231130";"Quixadá";20;"2012"
"231135";"Quixelô";1;"2012"
"231140";"Quixeramobim";3;"2012"
"231160";"Redenção";1;"2012"
"231180";"Russas";4;"2012"
"231190";"Saboeiro";2;"2012"
"231195";"Salitre";1;"2012"
"231200";"Santana do Acaraú";2;"2012"
"231220";"Santa Quitéria";1;"2012"
"231230";"São Benedito";4;"2012"
"231260";"São Luís do Curu";1;"2012"
"231270";"Senador Pompeu";1;"2012"
"231290";"Sobral";204;"2012"
"231300";"Solonópole";1;"2012"
"231320";"Tamboril";1;"2012"
"231330";"Tauá";6;"2012"
"231335";"Tejuçuoca";2;"2012"
"231340";"Tianguá";14;"2012"
"231350";"Trairi";2;"2012"
"231360";"Ubajara";3;"2012"
"231395";"Varjota";1;"2012"
"231400";"Várzea Alegre";1;"2012"
"231410";"Viçosa do Ceará";6;"2012"
"240020";"Açu";3;"2012"
"240060";"Almino Afonso";1;"2012"
"240110";"Areia Branca";1;"2012"
"240120";"Arês";2;"2012"
"240145";"Baraúna";1;"2012"
"240200";"Caicó";4;"2012"
"240220";"Canguaretama";2;"2012"
"240230";"Caraúbas";1;"2012"
"240260";"Ceará-Mirim";1;"2012"
"240310";"Currais Novos";27;"2012"
"240320";"Doutor Severiano";1;"2012"
"240325";"Parnamirim";55;"2012"
"240420";"Goianinha";2;"2012"
"240485";"Itajá";1;"2012"
"240490";"Itaú";1;"2012"
"240500";"Jaçanã";2;"2012"
"240530";"Januário Cicco";1;"2012"
"240610";"Jucurutu";1;"2012"
"240670";"Lajes";1;"2012"
"240710";"Macaíba";2;"2012"
"240720";"Macau";1;"2012"
"240740";"Martins";1;"2012"
"240770";"Montanhas";1;"2012"
"240780";"Monte Alegre";1;"2012"
"240800";"Mossoró";107;"2012"
"240810";"Natal";395;"2012"
"240830";"Nova Cruz";1;"2012"
"240890";"Parelhas";4;"2012"
"240930";"Patu";1;"2012"
"240940";"Pau dos Ferros";11;"2012"
"240980";"Pedro Velho";1;"2012"
"241030";"Serra Caiada";1;"2012"
"241120";"Santa Cruz";6;"2012"
"241140";"Santana do Matos";1;"2012"
"241150";"Santo Antônio";1;"2012"
"241200";"São Gonçalo do Amarante";1;"2012"
"241220";"São José de Mipibu";4;"2012"
"241260";"São Paulo do Potengi";1;"2012"
"241340";"Serra Negra do Norte";1;"2012"
"241390";"Taipu";1;"2012"
"241400";"Tangará";1;"2012"
"241440";"Touros";1;"2012"
"241460";"Upanema";1;"2012"
"250030";"Alagoa Grande";4;"2012"
"250100";"Araruna";1;"2012"
"250180";"Bayeux";1;"2012"
"250220";"Bom Jesus";1;"2012"
"250240";"Bonito de Santa Fé";1;"2012"
"250250";"Boqueirão";1;"2012"
"250320";"Cabedelo";1;"2012"
"250350";"Cacimba de Dentro";2;"2012"
"250370";"Cajazeiras";12;"2012"
"250400";"Campina Grande";269;"2012"
"250430";"Catolé do Rocha";4;"2012"
"250440";"Conceição";1;"2012"
"250460";"Conde";1;"2012"
"250480";"Coremas";1;"2012"
"250490";"Cruz do Espírito Santo";2;"2012"
"250510";"Cuité";2;"2012"
"250610";"Fagundes";2;"2012"
"250630";"Guarabira";8;"2012"
"250670";"Imaculada";1;"2012"
"250680";"Ingá";1;"2012"
"250690";"Itabaiana";1;"2012"
"250710";"Itapororoca";1;"2012"
"250720";"Itatuba";1;"2012"
"250750";"João Pessoa";362;"2012"
"250760";"Juarez Távora";1;"2012"
"250770";"Juazeirinho";3;"2012"
"250790";"Juripiranga";2;"2012"
"250890";"Mamanguape";3;"2012"
"250920";"Massaranduba";1;"2012"
"250970";"Monteiro";2;"2012"
"250990";"Natuba";1;"2012"
"251080";"Patos";68;"2012"
"251130";"Piancó";1;"2012"
"251140";"Picuí";2;"2012"
"251200";"Pocinhos";1;"2012"
"251210";"Pombal";1;"2012"
"251230";"Princesa Isabel";2;"2012"
"251280";"Riacho dos Cavalos";1;"2012"
"251290";"Rio Tinto";1;"2012"
"251370";"Santa Rita";8;"2012"
"251390";"São Bento";1;"2012"
"251400";"São João do Cariri";1;"2012"
"251410";"São João do Tigre";1;"2012"
"251430";"São José de Caiana";2;"2012"
"251450";"São José de Piranhas";1;"2012"
"251500";"São Miguel de Taipu";1;"2012"
"251540";"São Vicente do Seridó";1;"2012"
"251550";"Serra Branca";1;"2012"
"251570";"Serra Grande";2;"2012"
"251600";"Solânea";1;"2012"
"251620";"Sousa";6;"2012"
"251630";"Sumé";2;"2012"
"251650";"Taperoá";2;"2012"
"251660";"Tavares";1;"2012"
"251670";"Teixeira";2;"2012"
"251690";"Uiraúna";1;"2012"
"260010";"Afogados da Ingazeira";10;"2012"
"260020";"Afrânio";1;"2012"
"260050";"Águas Belas";6;"2012"
"260100";"Angelim";1;"2012"
"260105";"Araçoiaba";1;"2012"
"260110";"Araripina";17;"2012"
"260120";"Arcoverde";31;"2012"
"260140";"Barreiros";2;"2012"
"260170";"Belo Jardim";5;"2012"
"260180";"Betânia";1;"2012"
"260200";"Bodocó";1;"2012"
"260210";"Bom Conselho";1;"2012"
"260230";"Bonito";3;"2012"
"260240";"Brejão";1;"2012"
"260260";"Brejo da Madre de Deus";1;"2012"
"260270";"Buenos Aires";1;"2012"
"260280";"Buíque";4;"2012"
"260290";"Cabo de Santo Agostinho";10;"2012"
"260310";"Cachoeirinha";1;"2012"
"260345";"Camaragibe";2;"2012"
"260370";"Canhotinho";1;"2012"
"260390";"Carnaíba";1;"2012"
"260392";"Carnaubeira da Penha";1;"2012"
"260400";"Carpina";1;"2012"
"260410";"Caruaru";139;"2012"
"260430";"Cedro";2;"2012"
"260450";"Chã Grande";3;"2012"
"260460";"Condado";1;"2012"
"260470";"Correntes";1;"2012"
"260500";"Cupira";1;"2012"
"260510";"Custódia";1;"2012"
"260515";"Dormentes";1;"2012"
"260520";"Escada";2;"2012"
"260530";"Exu";3;"2012"
"260570";"Floresta";7;"2012"
"260590";"Gameleira";1;"2012"
"260600";"Garanhuns";50;"2012"
"260620";"Goiana";2;"2012"
"260640";"Gravatá";2;"2012"
"260650";"Iati";1;"2012"
"260660";"Ibimirim";9;"2012"
"260680";"Igarassu";1;"2012"
"260700";"Inajá";3;"2012"
"260720";"Ipojuca";5;"2012"
"260730";"Ipubi";2;"2012"
"260750";"Itaíba";5;"2012"
"260760";"Ilha de Itamaracá";1;"2012"
